Expéditeur,Notes,References,Noms cités,Sujet,Titre,Date,Provenance,Destination,Destinataire,Year
Viviani Vincenzo,"Tipologia: letteraIncipit: ""Gli impieghi  e le disposizioni mie, da gran tempo in qua sono state tante...""Minuta
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '25996')"">Gal. 252  </a>  doc. 156, c. 265r<br/>
</td>","Marchetti, Alessandro, 1633-1714,(destinatario.)",Notizie di libri,Viviani Vincenzo a Marchetti Alessandro,1/08/1677,Firenze,Pontormo,Marchetti Alessandro,1677
Viviani Vincenzo,"Tipologia: letteraIncipit: ""Lo scrivere senza occasioni è un importunare gli amici...""Minuta
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '25996')"">Gal. 252  </a>  doc. 157, c. 265v<br/>
</td>","Del Papa, Giuseppe, 1648-1735,(destinatario.)",Notizie di libri,Viviani Vincenzo a Del Papa Giuseppe,1/08/1677,Firenze,Empoli,Del Papa Giuseppe,1677
Viviani Vincenzo,"Tipologia: letteraIncipit: ""Come che io mi professi il più riverente e divoto servitore di Vostra Signoria Illustrissima...""Minuta
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '25996')"">Gal. 252  </a>  doc. 158, c. 266r-v<br/>
</td>","Porto, Benedetto, sec. XVII,(destinatario.)Del Riccio, Luigi, sec. XVII,(citato.)Strozzi, Alessandro, 1583-1648,(citato.)",Argomenti privati,Viviani Vincenzo a Porto Benedetto,10/11/1677,,Padova,Porto Benedetto,1677
Viviani Vincenzo,"Tipologia: letteraIncipit: ""Troverà qui incluse Vostra Signoria Illustrissima due copie di quella mia operetta...""Minuta
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '25996')"">Gal. 252  </a>  doc. 159, c. 267r<br/>
</td>","Magalotti, Lorenzo, 1637-1712,(destinatario.)",Notizie di libri,Viviani Vincenzo a Magalotti Lorenzo,10/04/1678,,Vienna,Magalotti Lorenzo,1678
Viviani Vincenzo,"Tipologia: letteraIncipit: ""Guardi Iddio la Paternità vostra molto Illustre  e molto Reverenda che mai...""Minuta
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '25996')"">Gal. 252  </a>  doc. 160, c. 267v<br/>
</td>","Magalotti, Lorenzo, 1637-1712,(citato.)Kochanski, Adam Adamandy, 1631-1700,(destinatario.)",Notizie di libri,Viviani Vincenzo a Kochanski Adam Adamand,10/04/1678,Firenze,,Kochanski Adam Adamand,1678
Viviani Vincenzo,"Tipologia: letteraIncipit: ""Troppo poco tempo mi concede Vostra Signoria Molto Illustre e Molto Reverenda a dar risposta...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '25996')"">Gal. 252  </a>  doc. 161, c. 268r-269r<br/>
</td>","Sinoni, Renato, sec. XVII,(citato.)Martini, Giovanni, sec. XVII,(citato.)Baldigiani, Antonio, 1647-1711,(destinatario.)",Notizie di libri,Viviani Vincenzo a Baldigiani Antonio,30/05/1678,Firenze,,Baldigiani Antonio,1678
Viviani Vincenzo,"Tipologia: letteraIncipit: ""Dopo accusai la ricevuta della sua de' 26 stante rimettendomi a rispondere...""Minuta
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '25996')"">Gal. 252  </a>  doc. 162, c. 270r-v<br/>
</td>","Baldigiani, Antonio, 1647-1711,(destinatario.)",Notizie di libri,Viviani Vincenzo a Baldigiani Antonio,30/05/1678,,Roma,Baldigiani Antonio,1678
Viviani Vincenzo,"Tipologia: letteraIncipit: ""Giachè la Paternità Vostra Molto Illustre e Molto Reverenda con tanta cortesia mi offerisce...""Copia di lettera riportata anche nel ms. Gal. 253Pubbl. in: A. Favaro, Miscellanea galileiana inedita, in Memorie I.R. Istituto veneto scienze lettere arti, v. 22 (1882; pubbl. 1887), p. 823-838
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '25996')"">Gal. 252  </a>  doc. 163, c. 271r-278v<br/>
</td>","Galilei, Galileo, 1564-1642,(citato.)Baldigiani, Antonio, 1647-1711,(destinatario.)",Notizie di libri,Viviani Vincenzo a Baldigiani Antonio,7/06/1678,,Roma,Baldigiani Antonio,1678
Viviani Vincenzo,"Tipologia: letteraIncipit: ""Già che la P. V. molto Illustrissima con tanta cortesia m'offerisce per l'ultima de' 26 del passato...""Minuta autografa simile a quella al n. 153 del Gal. 252. A c. 3r-v abbozzi di frontespizi dell'opera postuma del TorricelliPubbl. in: A. Favaro, Miscellanea galileiana inedita, Venezia 1887, p. 129-134
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26160')"">Gal. 253  </a>  doc. 1, c. 1r-19v<br/>
</td>","Torricelli, Evangelista, 1608-1647,(citato.)Baldigiani, Antonio, 1647-1711,(destinatario.)Galilei, Galileo, 1564-1642,(citato.)Magalotti, Lorenzo, 1637-1712,(citato.)",Notizie di libri,Viviani Vincenzo a Baldigiani Antonio,7/06/1678,Firenze,Roma,Baldigiani Antonio,1678
Viviani Vincenzo,"Tipologia: letteraIncipit: ""Io mi diffusi così per la minuta colle notizie che io mandai a V. S. M. I. solo per obbedirle...""Minuta autografaPubbl. in: A. Favaro, Miscellanea galileiana inedita, Venezia 1887, p. 135-137
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26160')"">Gal. 253  </a>  doc. 2, c. 20r-21v<br/>
</td>","Torricelli, Evangelista, 1608-1647,(citato.)Baldigiani, Antonio, 1647-1711,(destinatario.)",Notizie di libri,Viviani Vincenzo a Baldigiani Antonio,14/06/1678,Firenze,Roma,Baldigiani Antonio,1678
Viviani Vincenzo,"Tipologia: letteraIncipit: ""Io mi diffusi tanto per la minuta colle notizie che io mandai a V. Paternità molto R. solo per obbedirla...""Minuta autografa simile alla precedentePubbl. in: A. Favaro, Miscellanea galileiana inedita, Venezia 1887, p. 135-137
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26160')"">Gal. 253  </a>  doc. 3, c. 22r-23v<br/>
</td>","Torricelli, Evangelista, 1608-1647,(citato.)Baldigiani, Antonio, 1647-1711,(destinatario.)",Notizie di libri,Viviani Vincenzo a Baldigiani Antonio,14/06/1678,Firenze,Roma,Baldigiani Antonio,1678
Viviani Vincenzo,"Tipologia: letteraIncipit: ""Intorno alle repliche sensatissime di V. Paternità M. Illustre e molto Reverenda fatte a quella risposta...""Minuta autografaPubbl. in: A. Favaro, Miscellanea galileiana inedita, Venezia 1887, p. 140-143
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26160')"">Gal. 253  </a>  doc. 4, c. 24r-25v, 27r<br/>
</td>","Baldigiani, Antonio, 1647-1711,(destinatario.)Torricelli, Evangelista, 1608-1647,(citato.)Kircher, Athanasius, 1602-1680,(citato.)Magalotti, Lorenzo, 1637-1712,(citato.)Galilei, Galileo, 1564-1642,(citato.)",Notizie di libri,Viviani Vincenzo a Baldigiani Antonio,12/07/1678,Firenze,Roma,Baldigiani Antonio,1678
Viviani Vincenzo,"Tipologia: letteraIncipit: ""Dall'ultima senza data di V. S. Molto Illustre e molto Reverenda comprendo finalmente che...""Originale autografoPubbl. in: A. Favaro, Miscellanea galileiana inedita, Venezia 1887, p. 146-147
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26160')"">Gal. 253  </a>  doc. 6, c. 29r-30r<br/>
</td>","Fabri, Honoré, 1607-1688,(citato.)Baldigiani, Antonio, 1647-1711,(destinatario.)Martini,(citato.)Gottignies, Gilles François de, 1630-1689,(citato.)Kircher, Athanasius, 1602-1680,(citato.)Eschinardi, Francesco, 1623-1703,(citato.)",Notizie di libri,Viviani Vincenzo a Baldigiani Antonio,23/08/1678,Roma,Firenze,Baldigiani Antonio,1678
Viviani Vincenzo,"Tipologia: letteraIncipit: ""Dell'ultima senza data ch'io tengo di V. S. Molto Illustre e molto Reverenda comprendo finalmente che...""Minuta autografa della lettera precedentePubbl. in: A. Favaro, Miscellanea galileiana inedita, Venezia 1887, p. 146-147
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26160')"">Gal. 253  </a>  doc. 7, c. 31r-v<br/>
</td>","Baldigiani, Antonio, 1647-1711,(destinatario.)",Notizie di libri,Viviani Vincenzo a Baldigiani Antonio,23/08/1678,Roma,Firenze,Baldigiani Antonio,1678
Viviani Vincenzo,"Tipologia: letteraIncipit: ""Attribuisco all'eccesso dell'innata gentilezza di V. S. Illustrissima ch'ella si sia compiaciuta di ricevere...""Minuta autografa
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26160')"">Gal. 253  </a>  doc. 8, c. 32r-34v<br/>
</td>","Bondicchi, Francesco, sec. XVII,(citato.)Caravaggio, Pietro Paolo, 1659-1725,(destinatario.)",Notizie di libri,Viviani Vincenzo a Caravaggio Pietro Paolo,15/10/1678,Firenze,Milano,Caravaggio Pietro Paolo,1678
Viviani Vincenzo,"Tipologia: letteraIncipit: ""Sono stato molte settimane in campagna, et ho piena la testa di acque, di argini, di greti, di rotture...""Originale autografo. A c. 35r minuta incompleta della letteraPubbl. in: A. Favaro, Miscellanea galileiana inedita, Venezia 1887, p. 151
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26160')"">Gal. 253  </a>  doc. 9, c. 36r-v<br/>
</td>","Kochanski, Adam Adamandy, 1631-1700,(citato.)Kircher, Athanasius, 1602-1680,(citato.)Baldigiani, Antonio, 1647-1711,(destinatario.)",Argomenti privati,Viviani Vincenzo a Baldigiani Antonio,15/10/1678,Firenze,Roma,Baldigiani Antonio,1678
Viviani Vincenzo,"Tipologia: letteraIncipit: ""Io non nego a V. P. M. R. che talvolta per le spesse occupazioni che ho fuori in campagna...""Minuta autografa a cui è allegata la ""Risposta al quesito del P. Giuseppe Ferroni Gesuita"" alle cc. 41r-50r
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26160')"">Gal. 253  </a>  doc. 10, c. 38r-40r<br/>
</td>","Ferroni, Giuseppe, 1628-1709,(destinatario.)",Matematica,Viviani Vincenzo a Ferroni Giuseppe,11/11/1678,Firenze,Bologna,Ferroni Giuseppe,1678
Viviani Vincenzo,"Tipologia: letteraIncipit: ""Attese le relazioni datemi ultimamente da V. S. molto Illustre et Eccellentissima del soggetto...""Allegata la lettera precedente perché fosse consegnata al Ferroni
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26160')"">Gal. 253  </a>  doc. 11, c. 40v<br/>
</td>","Fabri, Agostino, sec. XVII,(destinatario.)",Argomenti privati,Viviani Vincenzo a Fabri Agostino,10/11/1678,Firenze,,Fabri Agostino,1678
Viviani Vincenzo,"Tipologia: letteraIncipit: ""La sicurezza che o che il Signor Don Agostino Fabbri porgesse quella mia lettera in risposta...""Minuta autografa
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26160')"">Gal. 253  </a>  doc. 12, c. 51r<br/>
</td>","Fabri, Agostino, sec. XVII,(citato.)Ferroni, Giuseppe, 1628-1709,(destinatario.)",Argomenti privati,Viviani Vincenzo a Ferroni Giuseppe,17/12/1678,,Bologna,Ferroni Giuseppe,1678
Viviani Vincenzo,"Tipologia: letteraIncipit: ""Aureum hunc libellum, quem nunc, vir clarissime, plurimas tibi gratias agendo, in tuas manus repono...""Minuta autografa. A c. 53r sommario del trattato del Teyler ""Architectura militaris"". A c. 54r un'altra minuta della stessa lettera
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26160')"">Gal. 253  </a>  doc. 13, c. 52r<br/>
</td>","Teyler, Johannes, 1648-ca. 1697,(destinatario.)",Notizie di libri,Viviani Vincenzo a Teyler Johannes,2/10/1680,,,Teyler Johannes,1680
Viviani Vincenzo,"Tipologia: letteraIncipit: ""Dall' Illustrissimo Signor Abate Carl'Antonio Gondi, Segretario di Stato di S. A....""Minuta autografa. L'acidità dell'inchiostro e la velatura ne rendono difficile la lettura
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26160')"">Gal. 253  </a>  doc. 14, c. 55r-v<br/>
</td>","Gondi, Carlo Antonio, sec. XVII,(citato.)Boulliau, Ismael, 1605-1691,(destinatario.)",Notizie di libri,Viviani Vincenzo a Boulliau Ismael,13/02/1682,,Parigi,Boulliau Ismael,1682
Viviani Vincenzo,"Tipologia: letteraIncipit: ""L'Illustrissimo Signor Paolo Falconieri viene supplicato da Vincenzo Viviani ad aver la bontà...""Minuta autografa
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26160')"">Gal. 253  </a>  doc. 15, c. 56r-v<br/>
</td>","Falconieri, Alessandro, sec. XVII,(destinatario.)Falconieri, Paolo, 1638-1704,(destinatario.)",Notizie di libri,Viviani Vincenzo a Falconieri Paolo e Alessandro,24/04/1682,,,Falconieri Paolo e Alessandro,1682
Viviani Vincenzo,"Tipologia: letteraIncipit: ""Dal Signor Antonio Magliabechi oggi sono otto giorni, fui onorato a nome di V. S. Illustrissima d'un esemplare...""Minuta autografa
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26160')"">Gal. 253  </a>  doc. 16, c. 57r<br/>
</td>","Magliabechi, Antonio, 1633-1714,(citato.)Galilei, Galileo, 1564-1642,(citato.)Marsili, Luigi Ferdinando, 1658-1730,(destinatario.)",Notizie di libri,Viviani Vincenzo a Marsili Luigi Ferdinando,1/08/1682,Firenze,,Marsili Luigi Ferdinando,1682
Viviani Vincenzo,"Tipologia: letteraIncipit: ""Io Vincenzo Viviani sono stato sempre di parere che lo sradicare e il levar via le piante nate da sé stesse...""Minuta autografa
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26160')"">Gal. 253  </a>  doc. 17, c. 58r<br/>
</td>","Della Stufa, Ugo, sec. XVII,(destinatario.)",Argomenti privati,Viviani Vincenzo a Della Stufa Ugo,8/12/1682,Firenze,,Della Stufa Ugo,1682
Viviani Vincenzo,"Tipologia: letteraIncipit: ""L'opportunità del Signor Abate Colzi soggetto dotato di vari e virtuosi talenti""Minuta autografa. La lettera inizia da c. 61r e termina a c. 60r
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26160')"">Gal. 253  </a>  doc. 18, c. 59r-61v<br/>
</td>","Boulliau, Ismael, 1605-1691,(destinatario.)",Notizie di libri,Viviani Vincenzo a Boulliau Ismael,21/04/1683,Firenze,,Boulliau Ismael,1683
Viviani Vincenzo,"Tipologia: letteraIncipit: ""Torno a rendere grazie a V. S. Molto Illustre dell'orivolo, e tavole inviatemi, che tutto o posto...""Minuta autografa. La lettera inizia da c. 61r e termina a c. 60r
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26160')"">Gal. 253  </a>  doc. 19, c. 62r<br/>
</td>","Regaglioli, Giovanni, m. ca. 1683,(citato.)Ferroni, Giuseppe, 1628-1709,(destinatario.)",Argomenti privati,Viviani Vincenzo a Ferroni Giuseppe,10/08/1683,Firenze,Bologna,Ferroni Giuseppe,1683
Viviani Vincenzo,"Tipologia: letteraIncipit: ""Dalle cicloidi tentate dal P. Riccioli molto ne osservò e ne accennò il Torricelli nella sua appendice...""Minuta autografa
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26160')"">Gal. 253  </a>  doc. 20, c. 63r<br/>
</td>","Torricelli, Evangelista, 1608-1647,(citato.)Riccioli, Giovanni Battista, 1598-1671,(citato.)Ferroni, Giuseppe, 1628-1709,(destinatario.)",Matematica,Viviani Vincenzo a Ferroni Giuseppe,10/04/1684,Firenze,Bologna,Ferroni Giuseppe,1684
Viviani Vincenzo,"Tipologia: letteraIncipit: ""Tutto il segreto dentro la figuretta ondeggiante sul bilico senza mai cadere...""Minuta autografa scritta sul verso di un foglio con l'indirizzo del Viviani
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26160')"">Gal. 253  </a>  doc. 21, c. 64r<br/>
</td>","Ferroni, Giuseppe, 1628-1709,(destinatario.)",Fisica,Viviani Vincenzo a Ferroni Giuseppe,post15/05/1685,,,Ferroni Giuseppe,1685
Viviani Vincenzo,"Tipologia: letteraIncipit: ""Qual se ne sia la cagione, non prima di ieri su le 20 ore, dalla camera del Signor Principe Giovanni Gastone...""Minuta autografa
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26160')"">Gal. 253  </a>  doc. 22, c. 66r-67r<br/>
</td>","Marsili, Luigi Ferdinando, 1658-1730,(destinatario.)Gian Gastone, granduca di Toscana, 1671-1737,(citato.)",Esperimenti,Viviani Vincenzo a Marsili Luigi Ferdinando,1/07/1684,Firenze,Venezia,Marsili Luigi Ferdinando,1684
Viviani Vincenzo,"Tipologia: letteraIncipit: ""Qual se ne sia la cagione, non prima di ieri su le 20 ore, dalla camera del Signor Principe Ferdinando...""Minuta autografa simile alla precedente
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26160')"">Gal. 253  </a>  doc. 23, c. 68r-69v<br/>
</td>","Medici, Ferdinando de' III,(citato.)Marsili, Luigi Ferdinando, 1658-1730,(destinatario.)",Esperimenti,Viviani Vincenzo a Marsili Luigi Ferdinando,1/07/1684,Firenze,Venezia,Marsili Luigi Ferdinando,1684
Viviani Vincenzo,"Tipologia: letteraIncipit: ""Per l'amore intenso che ho avverso alle matematiche è stato di tal tempra così staccato...""Minuta autografaPubbl. in: A. Pascal, Giovanni Ceva e il suo carteggio inedito con Vincenzo Viviani, in Annali di matematica pura ed applicata, s. 3, t. 24 (1915), p. 299-300
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26160')"">Gal. 253  </a>  doc. 24, c. 70r<br/>
</td>","Ceva, Giovanni, 1647-1734,(destinatario.)",Argomenti privati,Viviani Vincenzo a Ceva Giovanni,11/11/1685,,Mantova,Ceva Giovanni,1685
Viviani Vincenzo,"Tipologia: letteraIncipit: ""Dal Signor Auzout che ultimamente passò da Firenze per Roma intesi con infinito piacere...""Minuta autografa
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26160')"">Gal. 253  </a>  doc. 25, c. 71r-74v<br/>
</td>","Thévenot, Melchisédech, 1620-1680,(destinatario.)Auzout, Adrien, 1622-1691,(citato.)Teofili, Giovanni Battista, sec. XVI,(citato.)Mabillon, Jean, 1632-1707,(citato.)Tassoni, Jacopo, sec. XVII,(citato.)Galilei, Galileo, 1564-1642,(citato.)",Notizie di libri,Viviani Vincenzo a Thevenot Melchisédec,1/05/1686,Firenze,Parigi,Thevenot Melchisédec,1686
Viviani Vincenzo,"Tipologia: letteraIncipit: ""Dal Signor Avvocato Neroni fui l'altra mattina favorito a nome di V. S. Eccellentissima d'un esemplare dell'opera...""Minuta autografa
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26160')"">Gal. 253  </a>  doc. 26, c. 75r-v<br/>
</td>","Galilei, Galileo, 1564-1642,(citato.)Giordani, Vitale, 1633-1711,(destinatario.)",Notizie di libri,Viviani Vincenzo a Giordani Vitale,4/04/1689,Firenze,Roma,Giordani Vitale,1689
Viviani Vincenzo,"Tipologia: letteraIncipit: ""Duolmi sentire le difficoltà ch'ella ha finora incontrato intorno alla soluzione del problema, ma non per quello...""Minuta autografa
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26160')"">Gal. 253  </a>  doc. 27, c. 76r<br/>
</td>","Molara, Bruto della, 1639-1685,(destinatario.)",Matematica,Viviani Vincenzo a Molara Bruto (della),24/08/1689,,Poggio a Caiano,Molara Bruto (della),1689
Viviani Vincenzo,"Tipologia: letteraIncipit: ""Se, come si dice, è un cattivo sordo colui che non vuol sentire, non men cattivo è quello chenon vuol...""Minuta autografa
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26160')"">Gal. 253  </a>  doc. 28, c. 77r-84r<br/>
</td>","Panciatichi, Francesco, 1627-1696,(destinatario.)",Argomenti privati,Viviani Vincenzo a Panciatichi Francesco,21/09/1689,Firenze,,Panciatichi Francesco,1689
Viviani Vincenzo,"Tipologia: letteraIncipit: ""Dal biglietto de' 20 del Serenissimo Signor Principe Cardinale ricevuto con kla favorita di V. S. Illustrissima...""Minuta autografa
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26160')"">Gal. 253  </a>  doc. 29, c. 85r-86r<br/>
</td>","De Vecchi, Bernardino, sec. XVII,(citato.)Ciaccheri, Giuliano, sec. XVII,(citato.)Panciatichi, Francesco, 1627-1696,(destinatario.)",Argomenti privati,Viviani Vincenzo a Panciatichi Francesco,24/09/1689,Firenze,Artimino,Panciatichi Francesco,1689
Viviani Vincenzo,"Tipologia: letteraIncipit: ""In questo punto ricevo dal Signor Bernardino de Vecchi l'acclusa dell'Ingegner Ciaccheri...""Minuta autografa
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26160')"">Gal. 253  </a>  doc. 30, c. 87r-v<br/>
</td>","De Vecchi, Bernardino, sec. XVII,(citato.)Ciaccheri, Giuliano, sec. XVII,(citato.)Panciatichi, Francesco, 1627-1696,(destinatario.)",Argomenti privati,Viviani Vincenzo a Panciatichi Francesco,27/09/1689,,,Panciatichi Francesco,1689
Viviani Vincenzo,"Tipologia: letteraIncipit: ""L'avviso che V. S. Illustrissima s'è compiaciuta di darmi con la favoritissima sua di ieri del concerto...""Minuta autografa
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26160')"">Gal. 253  </a>  doc. 31, c. 88r<br/>
</td>","De Rossi, Mattia, 1637-1695,(citato.)Ciaccheri, Giuliano, sec. XVII,(citato.)Panciatichi, Francesco, 1627-1696,(destinatario.)",Argomenti privati,Viviani Vincenzo a Panciatichi Francesco,28/09/1689,Firenze,,Panciatichi Francesco,1689
Viviani Vincenzo,"Tipologia: letteraIncipit: ""Dall'acclusa che ricevo adesso per via di Siena, sentirà V. S. Illustrissima che a quest'ora saranno...""Minuta autografa
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26160')"">Gal. 253  </a>  doc. 32, c. 89r-v<br/>
</td>","Panciatichi, Francesco, 1627-1696,(destinatario.)De Rossi, Mattia, 1637-1695,(citato.)Carducci, Giovanni, sec. XVII,(citato.)Ciaccheri, Giuliano, sec. XVII,(citato.)Bartoli, Antonio Felice, sec. XVII,(citato.)",Argomenti privati,Viviani Vincenzo a Panciatichi Francesco,1/10/1689,Firenze,,Panciatichi Francesco,1689
Viviani Vincenzo,"Tipologia: letteraIncipit: ""Sopra il partecipatomi benignamente da V. S. Illustrissima col foglio che accluso le rimetto, altro...""Minuta autografa
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26160')"">Gal. 253  </a>  doc. 33, c. 90r-v<br/>
</td>","Quaratesi, sec. XVII,(citato.)Panciatichi, Francesco, 1627-1696,(destinatario.)",Argomenti privati,Viviani Vincenzo a Panciatichi Francesco,5/10/1689,Firenze,Artimino,Panciatichi Francesco,1689
Viviani Vincenzo,"Tipologia: letteraIncipit: ""Il pensiero del Gran Duca Serenissimo significatomi colla favorita lettera di V. S. Illustrissima di questa mattina...""Originale autografo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26160')"">Gal. 253  </a>  doc. 34, c. 91r<br/>
</td>","Angeli, Stefano degli, 1623-1697,(citato.)Gondi, Carlo Antonio, sec. XVII,(destinatario.)",Argomenti privati,Viviani Vincenzo a Gondi Carlo Antonio,29/10/1689,,,Gondi Carlo Antonio,1689
