Expéditeur,Notes,References,Noms cités,Sujet,Titre,Date,Provenance,Destination,Destinataire,Year
Del Rosso  Giovanni Andrea  sec. XVII,"Tipologia: letteraIncipit: ""Io mando al Signor Vincenzio mio Signore due zucche del mio giardino sono tutte...""Originale autografo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '24192')"">Gal. 167  </a>  doc. 67, c. 114r<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)",Argomenti privati,Del Rosso Giovanni Andrea a Viviani Vincenzo,31/01/1690,,,Viviani Vincenzo,1690
Della Rena  Cosimo  sec. XVII,"Tipologia: letteraIncipit: ""Ho tardato di dar risposta all'affettuosa lettera di V. S. Illustrissima per non aver potuto consultare...""Originale autografo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '24192')"">Gal. 167  </a>  doc. 68, c. 116r<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)",Argomenti privati,Della Rena Cosimo a Viviani Vincenzo,2/02/1690,,,Viviani Vincenzo,1690
Della Rena  Cosimo  sec. XVII,"Tipologia: letteraIncipit: ""Qui accluso invio a V. S. Illustrissima quel foglio stampato, che è l'ultimo dell'esemplare...""Originale autografo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '24192')"">Gal. 167  </a>  doc. 69, c. 118r<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)",Notizie di libri,Della Rena Cosimo a Viviani Vincenzo,15/02/1690,,,Viviani Vincenzo,1690
Bartolini  Domenico  sec. XVII,"Tipologia: letteraIncipit: ""Con tutta la diligenza da me fatta non mi è sortito il poter trovare le zucche, scrivendomi...""Originale autografo. Segue nota spese della stessa mano della lettera  a c. 122r
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '24192')"">Gal. 167  </a>  doc. 71, c. 121r-v<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)",Argomenti privati,Bartolini Domenico a Viviani Vincenzo,18/02/1690,Poggio a Caiano,,Viviani Vincenzo,1690
Reali  Raffaello  sec. XVII,"Tipologia: letteraIncipit: ""Mi trovo favorito dalla gratissima sua, e per mezzo delle sue preci, e ancora la assistenza...""Originale autografo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '24192')"">Gal. 167  </a>  doc. 72, c. 123r<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)",Argomenti privati,Reali Raffaello a Viviani Vincenzo,24/01/1691,Pistoia,Firenze,Viviani Vincenzo,1691
Caravaggio  Pietro Paolo  1617-1688,"Tipologia: letteraIncipit: ""Le gran occupazioni, nelle quali so, che V. S. Illustrissima resta continuamente impiegato...""Originale autografo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '24192')"">Gal. 167  </a>  doc. 73, c. 125r<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)",Argomenti privati,Caravaggio Pietro Paolo a Viviani Vincenzo,7/03/1691,Milano,Firenze,Viviani Vincenzo,1691
Gherardini  Cammillo  sec. XVII,"Tipologia: letteraIncipit: ""Fino li nove febbraio scorso V. S. Illustrissima si compiacque avvisarmi che quanto prima...""Originale autografo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '24192')"">Gal. 167  </a>  doc. 74, c. 126r<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)",Argomenti privati,Gherardini Camillo a Viviani Vincenzo,22/03/1691,Arezzo,Firenze,Viviani Vincenzo,1691
Gerini  Pier Antonio  sec. XVII,"Tipologia: letteraIncipit: ""Mi duole in estremo il sentire, che ella continui ad esser travagliata dalla pertinacia della sua flussione...""Originale autografo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '24192')"">Gal. 167  </a>  doc. 75, c. 128r-v<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)",Argomenti privati,Gerini Pier Antonio a Viviani Vincenzo,22/04/1691,,,Viviani Vincenzo,1691
Banelli  Francesco  sec. XVII,"Tipologia: letteraIncipit: ""Non manco di satisfare al mio almeno in qualche parte con fare sapere a V. S. che mi ritrovo...""Originale autografo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '24192')"">Gal. 167  </a>  doc. 76, c. 130r<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)",Argomenti privati,Banelli Francesco a Viviani Vincenzo,24/04/1691,Lucca,,Viviani Vincenzo,1691
Ganucci  Francesco Maria  sec. XVII,"Tipologia: letteraIncipit: ""Per adesso non mi pare, che occorra che V. S. si pigli incomodo per conto mio di trasferirsi...""Originale autografo. A c. 133r nota spese
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '24192')"">Gal. 167  </a>  doc. 77, c. 132r<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)",Argomenti privati,Ganucci Francesco Maria a Viviani Vincenzo,29/05/1691,,,Viviani Vincenzo,1691
Moniglia  Giovanni Andrea  1624-1700,"Tipologia: letteraIncipit: ""Né ieri, né oggi la malattia di mio figliolo, che sempre più va aggravandosi mi hanno permesso...""Originale autografo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '24192')"">Gal. 167  </a>  doc. 78, c. 134r<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)",Argomenti privati,Moniglia Giovanni Andrea a Viviani Vincenzo,29/04/1691,,,Viviani Vincenzo,1691
Banelli  Francesco  sec. XVII,"Tipologia: letteraIncipit: ""Ricevei una sua il giorno di lunedì passato che era l'ultimo del mese quale restai mortificato...""Originale autografo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '24192')"">Gal. 167  </a>  doc. 79, c. 136r-v<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)",Argomenti privati,Banelli Francesco a Viviani Vincenzo,2/05/1691,Lucca,,Viviani Vincenzo,1691
Cerretani  Francesco  1638-1706,"Tipologia: letteraIncipit: ""Penserà, e giustamente, ch'io non l'abbia servita, e mi sia scordato dell'obbligo che o di servirla...""Originale autografo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '24192')"">Gal. 167  </a>  doc. 80, c. 137r-v<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)Laderchi, Fabrizio, sec. XVII,(citato.)Magalotti, Vincenzo, sec. XVII,(citato.)",Argomenti privati,Cerretani Francesco a Viviani Vincenzo,5/05/1691,Roma,Firenze,Viviani Vincenzo,1691
Banelli  Francesco  sec. XVII,"Tipologia: letteraIncipit: ""Sento V. S. si duole di me mentre non o reso risposta delle fighure che V. S. mi a mandato...""Originale autografo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '24192')"">Gal. 167  </a>  doc. 81, c. 139r<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)",Argomenti privati,Banelli Francesco a Viviani Vincenzo,6/06/1691,Lucca,,Viviani Vincenzo,1691
Roti  Michele  sec. XVII,"Tipologia: letteraIncipit: ""Io mando a V. S. Illustrissima una mostra del lardo lavato in acqua rosa, quale non so se sarà...""Originale autografo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '24192')"">Gal. 167  </a>  doc. 82, c. 140r<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)",Argomenti privati,Roti Michele a Viviani Vincenzo,29/06/1691,,,Viviani Vincenzo,1691
Sagramosi  Sagramoso  sec. XVII,"Tipologia: letteraIncipit: ""Essendo arrivato felicemente a Verona dopo d'essermi trattenuto qualche tempo in Bologna...""Originale autografo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '24192')"">Gal. 167  </a>  doc. 83, c. 141r-v<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)",Notizie di libri,Sagramosi Sagramoso a Viviani Vincenzo,25/07/1691,Verona,,Viviani Vincenzo,1691
Gerini  Pier Antonio  sec. XVII,"Tipologia: letteraIncipit: ""Sentendo, che i ministri del Signor marchese Riccardi pretendino impropriamente di metter...""Originale autografo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '24192')"">Gal. 167  </a>  doc. 84, c. 142r-143r<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)Riccardi, Niccolò, 1585-1639,(citato.)",Argomenti privati,Gerini Pier Antonio a Viviani Vincenzo,7/09/1691,Pratolino,Firenze,Viviani Vincenzo,1691
Gerini  Pier Antonio  sec. XVII,"Tipologia: letteraIncipit: ""Mi è di consolazione il favoritissimo suo foglio delli 8 del corrente, mentre sento da uno la sua...""Originale autografo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '24192')"">Gal. 167  </a>  doc. 85, c. 144r-145r<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)",Argomenti privati,Gerini Pier Antonio a Viviani Vincenzo,9/09/1691,Pratolino,Firenze,Viviani Vincenzo,1691
Moniglia  Giovanni Andrea  1624-1700,"Tipologia: letteraIncipit: ""Rendo a V. S. Illustrissima mille grazie per l'incommodo ricevuto ieri di far sentire al Signor...""Originale autografo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '24192')"">Gal. 167  </a>  doc. 86, c. 146r<br/>
</td>","Argoli, Andrea, 1570-1657,(citato.)Segni,(citato.)Viviani, Vincenzo, 1622-1703,(destinatario.)",Argomenti privati,Moniglia Giovanni Andrea a Viviani Vincenzo,14/09/1691,,,Viviani Vincenzo,1691
Guglielmini  Domenico  1655-1710,"Tipologia: letteraIncipit: ""Se io non mi assicurassi della somma discretezza di V. S. Illustrissima non havrei forse osato...""Originale autografo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '24192')"">Gal. 167  </a>  doc. 87, c. 148r<br/>
</td>","Aldovrandi,(citato.)Viviani, Vincenzo, 1622-1703,(destinatario.)",Notizie di libri,Guglielmini Domenico a Viviani Vincenzo,15/09/1691,Bologna,,Viviani Vincenzo,1691
Moniglia  Giovanni Andrea  1624-1700,"Tipologia: letteraIncipit: ""Mi occorre di portare a V. S. Illustrissima incommodo con questo foglio l'avermi dato il Signor...""Originale autografo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '24192')"">Gal. 167  </a>  doc. 88, c. 149r<br/>
</td>","Cerchi, Alessandro, sec. XVII,(citato.)Viviani, Vincenzo, 1622-1703,(destinatario.)",Argomenti privati,Moniglia Giovanni Andrea a Viviani Vincenzo,19/09/1691,,,Viviani Vincenzo,1691
Astorini  Elia  1651-1702,"Tipologia: letteraIncipit: ""Le lodi che V. S. Illustrissima s'è degnata dare al mio Euclide quantunque elle siano un mero effetto...""Originale autografo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '24192')"">Gal. 167  </a>  doc. 89, c. 151r<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)",Notizie di libri,Astorini Elia a Viviani Vincenzo,15/10/1691,Siena,Firenze,Viviani Vincenzo,1691
Gerini  Pier Antonio  sec. XVII,"Tipologia: letteraIncipit: ""Essendosi per dar principio in breve alla nuova impression d'Appollonio, nella stamperia...""Originale autografo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '24192')"">Gal. 167  </a>  doc. 90, c. 153r<br/>
</td>","Panzanini, Iacopo, m. 1733,(citato.)Viviani, Vincenzo, 1622-1703,(destinatario.)",Notizie di libri,Gerini Pier Antonio a Viviani Vincenzo,24/10/1691,Poggio a Caiano,Firenze,Viviani Vincenzo,1691
Morozzi  Pier Antonio  sec. XVII,"Tipologia: letteraIncipit: ""In esecutione dei di lei stimatissimi comandi mi sono informato non essere alcuna implicanza nel dedicar...""Originale autografo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '24192')"">Gal. 167  </a>  doc. 91, c. 154r<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)Riccioli, Giovanni Battista, 1598-1671,(citato.)Ferroni, Giuseppe, 1628-1709,(citato.)Campani,(citato.)",Notizie di libri,Morozzi Pier Antonio a Viviani Vincenzo,28/10/1691,Siena,Firenze,Viviani Vincenzo,1691
Morozzi  Pier Antonio  sec. XVII,"Tipologia: letteraIncipit: ""Confesso il mio mancamento in haver avvisato a V. S. Illustrissima il sicuro recapito della lettera...""Originale autografo. La lettera contiene anche una nota autografa di Giuseppe Ferroni al Viviani
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '24192')"">Gal. 167  </a>  doc. 92, c. 156r<br/>
</td>","Michelini, Famiano, 1604-1665,(citato.)Ferroni, Giuseppe, 1628-1709,(citato.)Viviani, Vincenzo, 1622-1703,(destinatario.)",Argomenti privati,Morozzi Pier Antonio a Viviani Vincenzo,11/11/1691,Siena,,Viviani Vincenzo,1691
Caravaggio  Pietro Paolo  1617-1688,"Tipologia: letteraIncipit: ""Quando non fosse comune l'ufficio d'augurare felicità nella ventura Natività di N. Signore...""Originale autografo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '24192')"">Gal. 167  </a>  doc. 93, c. 157r<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)",Argomenti privati,Caravaggio Pietro Paolo a Viviani Vincenzo,19/12/1691,Milano,Firenze,Viviani Vincenzo,1691
Benvenuti  Lodovico  sec. XVII,"Tipologia: letteraIncipit: ""Porgendomisi d'avanti la solennità del Santissimo Natale non ho voluto mancare di supplire...""Originale autografo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '24192')"">Gal. 167  </a>  doc. 94, c. 158r<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)",Argomenti privati,Benvenuti Lodovico a Viviani Vincenzo,22/12/1691,Roma,Firenze,Viviani Vincenzo,1691
Ricasoli  Bettino  sec. XVII,"Tipologia: letteraIncipit: ""E' molto tempo che io scrissi a V. S. Illustrissima per dar la parte di quel tanto che mi disse...""Originale autografo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '24192')"">Gal. 167  </a>  doc. 95, c. 160r<br/>
</td>","Thévenot, Melchisédech, 1620-1680,(citato.)Casini,(citato.)Viviani, Vincenzo, 1622-1703,(destinatario.)",Argomenti privati,Ricasoli Bettino a Viviani Vincenzo,15/04/1692,Parigi,,Viviani Vincenzo,1692
Casotti  Giovanni Battista  1669-1737,"Tipologia: letteraIncipit: ""Il Signor inviato mio Signore voleva darsi l'onor di accompagnare con una sua lettera l'acclusa...""Originale autografo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '24192')"">Gal. 167  </a>  doc. 96, c. 161r<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)",Argomenti privati,Casotti Giovanni Battista a Viviani Vincenzo,5/05/1692,Parigi,,Viviani Vincenzo,1692
Roti  Michele  sec. XVII,"Tipologia: letteraIncipit: ""Ricevo la cortesissima sua, e la ringrazio dell'operato, e la prego della continuazione delle sue grazie...""Originale autografo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '24192')"">Gal. 167  </a>  doc. 97, c. 162r-163v<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)",Argomenti privati,Roti Michele a Viviani Vincenzo,9/06/1692,Campestri,,Viviani Vincenzo,1692
Ricasoli  Bettino  sec. XVII,"Tipologia: letteraIncipit: ""Ricevetti la settimana scorsa la gentilissima di V. S. Illustrissima de' 5 giugno alla quale non potetti...""Originale autografo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '24192')"">Gal. 167  </a>  doc. 98, c. 164r-v<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)",Notizie di libri,Ricasoli Bettino a Viviani Vincenzo,30/06/1692,Parigi,,Viviani Vincenzo,1692
Costa  Giovanni Battista  sec. XVII,"Tipologia: letteraIncipit: ""Il Signor Giovanni Constabl che se ne passa in Inghilterra sarà l'esibitore della presente, coll'occasione...""Originale autografo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '24192')"">Gal. 167  </a>  doc. 99, c. 165r-v<br/>
</td>","Constable, John, sec. XVII,(citato.)Viviani, Vincenzo, 1622-1703,(destinatario.)",Notizie di libri,Costa Giovanni Battista a Viviani Vincenzo,22/07/1692,Roma,,Viviani Vincenzo,1692
