Expéditeur,Notes,References,Noms cités,Sujet,Titre,Date,Provenance,Destination,Destinataire,Year
Berti  Giovanni Mattia  sec. XVII,"Tipologia: letteraIncipit: ""Non haverebbero a patire le vergella di tamerige mandatesi, perché mi fui messo...""Originale autografo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '24192')"">Gal. 167  </a>  doc. 22, c. 37r<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)",Argomenti privati,Berti Giovanni Mattia a Viviani Vincenzo,3/03/1687,Pisa,Firenze,Viviani Vincenzo,1687
Guidetti  Tommaso  sec. XVII,"Tipologia: letteraIncipit: ""Con l'occasione di caricare navicello per la cantina ho mandato li S. 40 claretto del meglio...""Originale autografo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '24192')"">Gal. 167  </a>  doc. 23, c. 39r<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)",Argomenti privati,Guidetti Tommaso a Viviani Vincenzo,8/03/1687,Livorno,Firenze,Viviani Vincenzo,1687
Gherardini  Cammillo  sec. XVII,"Tipologia: letteraIncipit: ""E' passato molto tempo, che io non ho scritto a V. S. Illustrissima con l'occasione di questa...""Originale autografo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '24192')"">Gal. 167  </a>  doc. 24, c. 41r<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)",Argomenti privati,Gherardini Camillo a Viviani Vincenzo,26/03/1687,Pisa,,Viviani Vincenzo,1687
Morozzi  Pier Antonio  sec. XVII,"Tipologia: letteraIncipit: ""Essendo venuto per reverirla come mio debito non havendovela trovata, e non potendo...""Originale autografo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '24192')"">Gal. 167  </a>  doc. 25, c. 42r-v<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)",Argomenti privati,Morozzi Pier Antonio a Viviani Vincenzo,3/07/1687,,Firenze,Viviani Vincenzo,1687
Neroni  Dietisalvi  sec. XVII,"Tipologia: letteraIncipit: ""A me è stato gratissimo l'essermi riuscito di subitamente servirla per la conferma della facoltà...""Originale autografo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '24192')"">Gal. 167  </a>  doc. 26, c. 44r<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)",Notizie di libri,Neroni Dietisalvi a Viviani Vincenzo,5/07/1687,Roma,Firenze,Viviani Vincenzo,1687
Morozzi  Pier Antonio  sec. XVII,"Tipologia: letteraIncipit: ""L'affetto, che V. S. Illustrissima si è compiaciuto dimostrarmi con l'occasione, che fui costì...""Originale autografo. A c. 47v alcuni calcoli di mano del Viviani
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '24192')"">Gal. 167  </a>  doc. 27, c. 46r<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)",Argomenti privati,Morozzi Pier Antonio a Viviani Vincenzo,10/07/1687,Siena,Firenze,Viviani Vincenzo,1687
Viviani  Maria Sestilia  sec. XVII,"Tipologia: letteraIncipit: ""Il nostro Padre confessoro mi a chiamato e mi a detto come in Ogni Santi anno le cantine...""Originale autografo. A c. 49v alcuni calcoli di mano del Viviani
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '24192')"">Gal. 167  </a>  doc. 28, c. 48r<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)",Argomenti privati,Viviani Maria Sestilia a Viviani Vincenzo,9/08/1687,S. Orsola,,Viviani Vincenzo,1687
Guerrini  Pietro  sec. XVII,"Tipologia: letteraIncipit: ""Ieri a sera, dal Signor Dott. Teglia fui avvertito, che andassi preparando quelle notizie necessarie...""Originale autografo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '24192')"">Gal. 167  </a>  doc. 29, c. 50r<br/>
</td>","Del Teglia, Giuseppe Bonaventura, sec. XVII,(citato.)Viviani, Vincenzo, 1622-1703,(destinatario.)",Argomenti privati,Guerrini Pietro a Viviani Vincenzo,17/09/1687,,,Viviani Vincenzo,1687
Guerrini  Pietro  sec. XVII,"Tipologia: letteraIncipit: ""Sentii quanto per il suo mandato ella mi accenna, e le devo soggiungere, che ieri doppo...""Originale autografo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '24192')"">Gal. 167  </a>  doc. 30, c. 52r<br/>
</td>","Maggi, Pier Matteo, sec. XVII,(citato.)Viviani, Vincenzo, 1622-1703,(destinatario.)",Argomenti privati,Guerrini Pietro a Viviani Vincenzo,18/09/1687,,,Viviani Vincenzo,1687
Berti  Giovanni Battista  sec. XVII,"Tipologia: letteraIncipit: ""Nell'onore che si è degnata farmi V. S. Illustrissima col sostituirmi in sua vece a tenere a battesimo...""Originale autografo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '24192')"">Gal. 167  </a>  doc. 31, c. 54r<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)",Argomenti privati,Berti Giovanni Battista a Viviani Vincenzo,7/10/1687,Poggio,,Viviani Vincenzo,1687
Bellini  Lorenzo  1643-1704,"Tipologia: letteraIncipit: ""La maggiore ambizione che io abbia avuto nel viver mio, è stata di servire...""Originale autografo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '24192')"">Gal. 167  </a>  doc. 32, c. 55r-v<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)Pandolfini, Pandolfo, 1656-1731,(citato.)Gherardini, Baccio, m. 1620,(citato.)Aldobrandini, Baccio, 1613-1665	,(citato.)",Argomenti privati,Bellini Lorenzo a Viviani Vincenzo,17/10/1687,Pisa,,Viviani Vincenzo,1687
Mancini  Giovanni Battista  sec. XVII,"Tipologia: letteraIncipit: ""Mercoledi mattina fui dal Signor Cardinale Cybo per sentire se aveva da darmi qualche risposta...""Copia coeva
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '24192')"">Gal. 167  </a>  doc. 33, c. 56r-v<br/>
</td>","Cibo, Odoardo, 1619-1705,(citato.)Bernini, Pietro Filippo, sec. XVII,(citato.)Viviani, Vincenzo, 1622-1703,(destinatario.)",Argomenti privati,Mancini Giovanni Battista a Viviani Vincenzo,18/10/1687,,,Viviani Vincenzo,1687
Quaratesi  Benedetto  sec. XVII,"Tipologia: letteraIncipit: ""Con le lettere venute in questo giorno da Roma [...] il Signor Abate Mancini il proposito...""Originale autografo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '24192')"">Gal. 167  </a>  doc. 34, c. 57r<br/>
</td>","Mancini, Giovanni Battista, sec. XVII,(citato.)Viviani, Vincenzo, 1622-1703,(destinatario.)",Argomenti privati,Quaratesi Benedetto a Viviani Vincenzo,22/10/1687,Ambrogiana,Firenze,Viviani Vincenzo,1687
Quaratesi  Benedetto  sec. XVII,"Tipologia: letteraIncipit: ""Havendo sentito il Padrone Serenissimo quanto mi è stato scritto da V. S. Illustrissimo con la favorita...""Originale autografo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '24192')"">Gal. 167  </a>  doc. 35, c. 58r<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)",Argomenti privati,Quaratesi Benedetto a Viviani Vincenzo,21/10/1687,Ambrogiana,,Viviani Vincenzo,1687
Guerrini  Pietro  sec. XVII,"Tipologia: letteraIncipit: ""Non affatto fu ieri terminata la resoluzzione della gita per dimani a Signa; trattai ieri con il Signor Ramponi...""Originale autografo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '24192')"">Gal. 167  </a>  doc. 36, c. 59r<br/>
</td>","Ramponi,(citato.)Viviani, Vincenzo, 1622-1703,(destinatario.)",Argomenti privati,Guerrini Pietro a Viviani Vincenzo,7/11/1687,,,Viviani Vincenzo,1687
Bellini  Lorenzo  1643-1704,"Tipologia: letteraIncipit: ""V. S. Illustrissima dice il vero, ma dice manco del vero. La bontà singolare ed il soave tratto del Signor Abbate...""Originale autografo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '24192')"">Gal. 167  </a>  doc. 37, c. 61r<br/>
</td>","Aldobrandini, Baccio, 1613-1665	,(citato.)Viviani, Vincenzo, 1622-1703,(destinatario.)",Argomenti privati,Bellini Lorenzo a Viviani Vincenzo,16/11/1687,Pisa,,Viviani Vincenzo,1687
Aldobrandini  Alessandro  1667-1734,"Tipologia: letteraIncipit: ""Particolarissimi invero furono gli onori, che ricevei costì dalla gentilezza di V. S. Illustrissima...""Originale autografo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '24192')"">Gal. 167  </a>  doc. 38, c. 62r<br/>
</td>","Bellini, Lorenzo, 1643-1704,(citato.)Viviani, Vincenzo, 1622-1703,(destinatario.)",Argomenti privati,Aldobrandini Alessandro a Viviani Vincenzo,19/11/1687,Pisa,,Viviani Vincenzo,1687
Scrilli  Matteo  sec. XVII,"Tipologia: letteraIncipit: ""Alle rare prerogative di V. S. Illustrissima devesi sempre un'infinita lode, onde da me e da tutti...""Originale autografo. A c. 64v ricevuta di pagamento
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '24192')"">Gal. 167  </a>  doc. 39, c. 63r-v<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)",Argomenti privati,Scrilli Matteo a Viviani Vincenzo,29/11/1687,Cascine del Poggio,,Viviani Vincenzo,1687
Aldobrandini  Alessandro  1667-1734,"Tipologia: letteraIncipit: ""Perché so che le cose di gran fortuna non sono riserbate per me perciò anche non credo d'averle ottenute...""Originale autografo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '24192')"">Gal. 167  </a>  doc. 40, c. 65r<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)Galilei, Galileo, 1564-1642,(citato.)Foscarini, Paolo Antonio, ca. 1565-1616,(citato.)Fantoni, Sebastiano, ca. 1550-1623,(citato.)",Argomenti privati,Aldobrandini Alessandro a Viviani Vincenzo,10/12/1687,Pisa,Firenze,Viviani Vincenzo,1687
Morozzi  Pier Antonio  sec. XVII,"Tipologia: letteraIncipit: ""Il titolo di vero servitore è quello che mi sprona incommodare V. S. Illustrissima con la presente...""Originale autografo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '24192')"">Gal. 167  </a>  doc. 41, c. 67r-v<br/>
</td>","Ferroni, Giuseppe, 1628-1709,(citato.)Viviani, Vincenzo, 1622-1703,(destinatario.)",Notizie di libri,Morozzi Pier Antonio a Viviani Vincenzo,12/12/1687,Siena,Firenze,Viviani Vincenzo,1687
Frescobaldi  Giuseppe Maria  sec. XVII,"Tipologia: letteraIncipit: ""Piero di Francesco Cecconi di questa città, come quello che ha hauto  dal P. Guerrini già maestro...""Originale autografo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '24192')"">Gal. 167  </a>  doc. 42, c. 68r-v<br/>
</td>","Guerrini, Pietro, sec. XVII,(citato.)Cecconi, Piero, sec. XVII,(citato.)Viviani, Vincenzo, 1622-1703,(destinatario.)",Argomenti privati,Frescobaldi Giuseppe Maria a Viviani Vincenzo,20/12/1687,Prato,,Viviani Vincenzo,1687
Bresciani  Margherita  sec. XVII,"Tipologia: letteraIncipit: ""Havendo fatto diligenza di trovare per V. S.  quella serva che mi chiese, e del che gli dirò havere...""Originale autografo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '24192')"">Gal. 167  </a>  doc. 43, c. 69r<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)",Argomenti privati,Bresciani Margherita a Viviani Vincenzo,9/02/1688,,,Viviani Vincenzo,1688
Aldobrandini  Alessandro  1667-1734,"Tipologia: letteraIncipit: ""Siami lecito doppo tanto tempo di riverire il Signor Vincenzo quale suppongo che...""Originale autografo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '24192')"">Gal. 167  </a>  doc. 45, c. 72r<br/>
</td>","Gian Gastone, granduca di Toscana, 1671-1737,(citato.)Baldigiani, Antonio, 1647-1711,(citato.)Viviani, Vincenzo, 1622-1703,(destinatario.)",Notizie di libri,Aldobrandini Alessandro a Viviani Vincenzo,23/02/1688,Pisa,Firenze,Viviani Vincenzo,1688
Aldobrandini  Alessandro  1667-1734,"Tipologia: letteraIncipit: ""Rappresentai al Signor Bellini i suoi cortesissimi uffizi, de' quali m'impose che ne ringraziassi...""Originale autografo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '24192')"">Gal. 167  </a>  doc. 46, c. 74r<br/>
</td>","Bellini, Lorenzo, 1643-1704,(citato.)Viviani, Vincenzo, 1622-1703,(destinatario.)",Notizie di libri,Aldobrandini Alessandro a Viviani Vincenzo,15/03/1688,Pisa,Firenze,Viviani Vincenzo,1688
Aldobrandini  Alessandro  1667-1734,"Tipologia: letteraIncipit: ""Serva la presente per testimoniare a V. S. Illustrissima l'ossequio che particolarissimo le tributo...""Originale autografo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '24192')"">Gal. 167  </a>  doc. 47, c. 76r-77v<br/>
</td>","Bellini, Lorenzo, 1643-1704,(citato.)Viviani, Vincenzo, 1622-1703,(destinatario.)",Argomenti privati,Aldobrandini Alessandro a Viviani Vincenzo,16/03/1688,Pisa,,Viviani Vincenzo,1688
Cerchi  Alessandro  sec. XVII,"Tipologia: letteraIncipit: ""Mando a V. S. Illustrissima il nuovo corpo della storia della Beata Umiliana, che le promessi...""Originale autografo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '24192')"">Gal. 167  </a>  doc. 48, c. 78r<br/>
</td>","Cerchi, Umiliana, beata, 1219-1246,(citato.)Viviani, Vincenzo, 1622-1703,(destinatario.)",Notizie di libri,Cerchi Alessandro a Viviani Vincenzo,27/03/1688,,,Viviani Vincenzo,1688
Guidetti  Tommaso  sec. XVII,"Tipologia: letteraIncipit: ""So che sarà noto a V. S. l'incendio seguito nella mia casa a S. Felicita, e contro ogni mia credenza...""Originale autografo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '24192')"">Gal. 167  </a>  doc. 49, c. 80r<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)",Argomenti privati,Guidetti Tommaso a Viviani Vincenzo,29/03/1688,Pisa,Firenze,Viviani Vincenzo,1688
Pulicciani  Lorenzo  sec. XVII,"Tipologia: letteraIncipit: ""Passando a me il tempo di tre mesi il 15 del corrente, sono forzato...""Originale autografo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '24192')"">Gal. 167  </a>  doc. 50, c. 82r<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)",Argomenti privati,Pulicciani Lorenzo a Viviani Vincenzo,2/04/1688,,,Viviani Vincenzo,1688
Martini  Lan.  sec. XVII,"Tipologia: letteraIncipit: ""Se il giorno di oggi così tempestoso non mi avesse impedito sarei stato in Fiorenza...""Originale autografo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '24192')"">Gal. 167  </a>  doc. 51, c. 84r<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)",Argomenti privati,Martini Lan. a Viviani Vincenzo,4/04/1688,Villa Mezzana,,Viviani Vincenzo,1688
Gregorio Barbarigo  santo  1625-1697,"Tipologia: letteraIncipit: ""La corrispondenza antica passata fra di noi è stata quella, che in Venezia mi indusse a far...""Originale autografo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '24192')"">Gal. 167  </a>  doc. 52, c. 86r-v<br/>
</td>","Gian Gastone, granduca di Toscana, 1671-1737,(citato.)Albizzi, Luca degli, sec. XVII-XVIII,(citato.)Viviani, Vincenzo, 1622-1703,(destinatario.)",Notizie di libri,Barbarigo Gregorio Giovanni Gasparo a Viviani Vincenzo,4/06/1688,Padova,Firenze,Viviani Vincenzo,1688
Nardi  Alessandro  sec. XVII,"Tipologia: letteraIncipit: ""Hieri feci distendere le fedi che qui accludo e che vi sono potute avere per la pura verità...""Originale autografo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '24192')"">Gal. 167  </a>  doc. 53, c. 88r<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)",Argomenti privati,Nardi Alessandro a Viviani Vincenzo,9/06/1688,Chiusi,Firenze,Viviani Vincenzo,1688
Caravaggio  Pietro Paolo  1617-1688,"Tipologia: letteraIncipit: ""Con le lagrime alli occhi le porgo la notizia della morte di mio padre, e so che agevolmente...""Originale autografo. A c. 90v si legge, di mano del Viviani: ""Lettere scritte da diversi matematici d'Europa""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '24192')"">Gal. 167  </a>  doc. 54, c. 89r<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)",Argomenti privati,Caravaggio Pietro Paolo a Viviani Vincenzo,3/11/1688,Milano,Firenze,Viviani Vincenzo,1688
Tomati Lapi  Maddalena  sec. XVII,"Tipologia: letteraIncipit: ""Le mie obligationi mi costituiscono in debito di partecipare a V. S. Illustrissima il mio salvo arrivo...""Originale autografo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '24192')"">Gal. 167  </a>  doc. 55, c. 91r<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)",Argomenti privati,Tomati Lapi Maddalena a Viviani Vincenzo,27/11/1688,Roma,Firenze,Viviani Vincenzo,1688
Aldobrandini  Alessandro  1667-1734,"Tipologia: letteraIncipit: ""Che possi colla debolezza delle mie forze corrispondere agl'obblighi che infiniti a ogni genere...""Originale autografo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '24192')"">Gal. 167  </a>  doc. 56, c. 93r-v<br/>
</td>","Baldigiani, Antonio, 1647-1711,(citato.)Viviani, Vincenzo, 1622-1703,(destinatario.)",Notizie di libri,Aldobrandini Alessandro a Viviani Vincenzo,22/11/1688,Pisa,Firenze,Viviani Vincenzo,1688
Viviani  Maria Sestilia  sec. XVII,"Tipologia: letteraIncipit: ""Mi conosco troppo importuna a incomodarla e ancho in tempo che fa grande...""Originale autografo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '24192')"">Gal. 167  </a>  doc. 57, c. 95r<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)",Argomenti privati,Viviani Maria Sestilia a Viviani Vincenzo,2/12/1688,,,Viviani Vincenzo,1688
Caravaggio  Pietro Paolo  1617-1688,"Tipologia: letteraIncipit: ""Tanti affetti tanto domestici come pubblici sopravenutimi a [...] mia disgrazia...""Originale autografo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '24192')"">Gal. 167  </a>  doc. 58, c. 97r<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)",Argomenti privati,Caravaggio Pietro Paolo a Viviani Vincenzo,29/12/1688,Milano,,Viviani Vincenzo,1688
Neroni  Dietisalvi  sec. XVII,"Tipologia: letteraIncipit: ""Acclusa invio a V. S. Illustrissima la licenza dei libri proibiti spettanti alla filosofia e mattematica...""Originale autografo. A c. 99v alcuni calcoli e appunti
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '24192')"">Gal. 167  </a>  doc. 59, c. 98r<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)",Notizie di libri,Neroni Dietisalvi a Viviani Vincenzo,22/01/1689,Roma,Firenze,Viviani Vincenzo,1689
Neroni  Dietisalvi  sec. XVII,"Tipologia: letteraIncipit: ""Mi sono compiaciuto a maggior segno nel vedermi onorato dai stimatissimi e desideratissimi comandamenti...""Originale autografo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '24192')"">Gal. 167  </a>  doc. 60, c. 100r<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)Beughem, Cornelis à, ca. 1637-ca. 1710,(citato.)",Notizie di libri,Neroni Dietisalvi a Viviani Vincenzo,12/02/1689,Roma,Firenze,Viviani Vincenzo,1689
Neroni  Dietisalvi  sec. XVII,"Tipologia: letteraIncipit: ""Perché non cessano le pessime nuove dello stato d'una mia causa civile, mi sono risoluto...""Originale autografo. Segue a c. 104r una lista di libri
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '24192')"">Gal. 167  </a>  doc. 61, c. 102r<br/>
</td>","Eschinardi, Francesco, 1623-1703,(citato.)Viviani, Vincenzo, 1622-1703,(destinatario.)",Notizie di libri,Neroni Dietisalvi a Viviani Vincenzo,12/03/1689,Roma,Firenze,Viviani Vincenzo,1689
Tomati  Ottavio  sec. XVII,"Tipologia: letteraIncipit: ""Sino delli mesi trascorsi partecipai tanto io quanto la Signora Contessa mia il nostro ritorno...""Originale autografo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '24192')"">Gal. 167  </a>  doc. 62, c. 105r<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)",Argomenti privati,Tomati Ottavio a Viviani Vincenzo,23/03/1689,Roma,,Viviani Vincenzo,1689
Aldobrandini  Alessandro  1667-1734,"Tipologia: letteraIncipit: ""I felici auguri e le cortesi maniere con le quali si compiace d'onorarmi possono bensì aggiugnermi...""Originale autografo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '24192')"">Gal. 167  </a>  doc. 63, c. 106r-v<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)Lopes de Ulhoa e Reboredo, Diego, sec. XVII,(citato.)",Argomenti privati,Aldobrandini Alessandro a Viviani Vincenzo,13/04/1689,Pisa,Firenze,Viviani Vincenzo,1689
Nardi  Nardo  sec. XVII,"Tipologia: letteraIncipit: ""Già che non mi è più permesso, stante l'età nella quale so...""Originale autografo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '24192')"">Gal. 167  </a>  doc. 64, c. 108r-v<br/>
</td>","Giraldi, Luigi, sec. XVII,(citato.)De Vecchi, Bernardino, sec. XVII,(citato.)Viviani, Vincenzo, 1622-1703,(destinatario.)",Argomenti privati,Nardi Nardo a Viviani Vincenzo,24/04/1689,Chiusi,Firenze,Viviani Vincenzo,1689
Giunti  Cosimo  1579-post 1620,"Tipologia: letteraIncipit: ""Gli si fa sapere come nella partenza fatta da V. S. da Firenze a Roma andai a trovare...""Originale autografo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '24192')"">Gal. 167  </a>  doc. 65, c. 110r-v<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)",Argomenti privati,Giunti Cosimo a Viviani Vincenzo,25/12/1689,Firenze,Roma,Viviani Vincenzo,1689
Falconieri  Paolo  1638-1704,"Tipologia: letteraIncipit: ""Mando a V. S. Illustrissima la donna del Nardini, ch'è la medesima che riserbò per sé il poveretto...""Originale autografo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '24192')"">Gal. 167  </a>  doc. 66, c. 112r<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)Fabretti, Raffaele, 1618-1700,(citato.)Nardini, Francesco, sec. XVII,(citato.)",Argomenti privati,Falconieri Paolo a Viviani Vincenzo,3/01/1690,,,Viviani Vincenzo,1690
